Name,Team,POS,ADP,IP,mW,mSV,mERA,mWHIP,mK9,mIP,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Daysbel Hernández","ATL","RP",747.6699829101562,58,-2.857416705713677,-1.8850437282908965,-0.9698848951749776,-3.0141601770478186,0.821476275436905,-2.896312877606557,-10.801342108397021,8.465045403512244,-1.3362967048847776,"Daysbel Hernandez","20271",678226
"Paul Sewald","CLE","RP",577.719970703125,59,-3.0319781248053,-1.5463374094644906,-2.3427988353774616,-0.9561032887079632,-0.09060498541715838,-2.8389806286075645,-10.806803272379938,8.465045403512244,-1.3417578688676945,"Paul Sewald","13892",623149
"Michael Kopech","LAD","RP",496.3699951171875,53,-3.140846294593981,-1.125475471056058,-2.160732067981337,-2.142734242542722,0.9138911940382575,-3.182974122601522,-10.838871004737362,8.465045403512244,-1.3738256012251187,"Michael Kopech","17282",656629
"Shane Bieber","CLE","SP",437.8800048828125,93.664,2.994332402734397,-1.8850437282908965,-5.504060236136455,-6.1696161949053225,-1.7640856110693433,-0.4262101733770557,-12.754683541044677,10.321332754670292,-1.4333507863743855,"Shane Bieber","19427",669456
"Craig Kimbrel",,"RP",680.4199829101562,40,-3.342012670806797,-1.8850437282908965,-1.344814453574607,-1.8121455979672223,0.8182504442927663,-3.3549708695985,-10.920736875945257,8.465045403512244,-1.455691472433013,"Craig Kimbrel","6655",518886
"Brant Hurter","DET","RP",584.52001953125,60,-2.896703222075833,-1.8850437282908965,0.38852846321970597,-0.3951114564059564,-3.4367730484452466,-2.7816483796085714,-11.006751371606796,8.465045403512244,-1.5417059680945528,"Brant Hurter","30133",676428
"Ryan Burr","TOR","RP",999,42,-3.307271365651804,-1.8850437282908965,-0.8971124030865892,-1.398191281244235,-0.17311147124853116,-3.3549708695985,-11.015701119120557,8.465045403512244,-1.550655715608313,"Ryan Burr","17536",621114
"John Brebbia","DET","RP",999,57,-3.110308204694235,-1.8850437282908965,-1.4761110565910112,-0.7844344941864009,-0.8308878727930753,-2.9536451266055503,-11.04043048316117,8.465045403512244,-1.5753850796489255,"John Brebbia","12777",605154
"Danny Coulombe","MIN","RP",999,54,-3.1513766970595847,-1.8850437282908965,-0.7493454253135492,-1.3313420817061214,-0.885510870509027,-3.1256418736025293,-11.128260676481705,8.465045403512244,-1.6632152729694627,"Danny Coulombe","13293",543056
"Nate Pearson","CHC","RP",692.2000122070312,52,-3.2385359301877075,-1.8850437282908965,-1.313176393982674,-1.4142090346873453,-0.07636431422443052,-3.2403063716005147,-11.167635772973568,8.465045403512244,-1.7025903694613245,"Nate Pearson","20160",663878
"Craig Yoho","MIL","RP",999,49,-3.3144717349291137,-1.8850437282908965,-0.6582695016378369,-1.9880602621143153,-0.01119473051599386,-3.3549708695985,-11.212010827086658,8.465045403512244,-1.7469654235744132,"Craig Yoho","sa3023032",684974
"Caleb Ferguson","PIT","RP",999,60,-2.9063425399767095,-1.5534555601070459,-0.2447771414579601,-3.0351512499618307,-0.769137180257827,-2.7816483796085714,-11.290512051369944,8.465045403512244,-1.8254666478577,"Caleb Ferguson","19349",657571
"Sawyer Gipson-Long","DET","RP",719.72998046875,37.18,-3.3117932243224337,-1.8850437282908965,-1.101141351937607,-0.9165437599798092,-1.2999085795611551,-2.9215390977848386,-11.43596974187674,8.465045403512244,-1.970924338364496,"Sawyer Gipson-Long","26048",687830
